timestamp,attempt,model,user_story,score_final,cobertura,clareza,estrutura,executabilidade,aprovado,input_tokens,output_tokens,total_tokens,duration_s
2026-04-07T16:51:05.057428,1,gemini-2.5-flash,Bug Triage and Customer Support. Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,4.64,1.25,9.28,6.5,2.3,False,334,554,888,14.25
2026-04-07T16:51:24.542665,2,gemini-2.5-flash,Bug Triage and Customer Support. Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,4.8,1.25,9.33,6.31,3.34,False,996,1489,2485,19.48
2026-04-07T16:51:44.214431,3,gemini-2.5-flash,Bug Triage and Customer Support. Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,3.6,0.0,9.29,3.25,3.82,False,1931,479,2410,19.67
2026-04-07T16:52:02.362890,4,gemini-2.5-flash,Bug Triage and Customer Support. Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,2.45,0.0,9.4,0.0,2.86,False,1931,164,2095,18.15
2026-04-07T16:52:20.944425,5,gemini-2.5-flash,Bug Triage and Customer Support. Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,2.62,0.0,9.4,0.0,3.71,False,1931,164,2095,18.58
2026-04-07T16:52:40.958484,6,gemini-2.5-flash,Bug Triage and Customer Support. Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,4.78,0.0,9.4,6.5,4.73,False,1931,308,2239,20.01
2026-04-07T16:53:00.261539,7,gemini-2.5-flash,Bug Triage and Customer Support. Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,4.16,0.0,9.2,5.17,3.82,False,1931,602,2533,19.3
2026-04-07T16:53:19.838035,8,gemini-2.5-flash,Bug Triage and Customer Support. Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,2.68,0.0,9.4,0.0,4.0,False,1931,161,2092,19.58
2026-04-07T16:53:39.487552,9,gemini-2.5-flash,Bug Triage and Customer Support. Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,2.62,0.0,9.4,0.0,3.71,False,1931,163,2094,19.65
2026-04-07T16:53:58.115153,10,gemini-2.5-flash,Bug Triage and Customer Support. Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,2.48,0.0,9.4,0.0,3.0,False,1931,161,2092,18.63
